שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2020,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
מודיעין-מכבים-רעות*,1200,MODI'IN-MAKKABBIM-RE'UT,4,43,431,0,142,1,94657,94626,92579,31,1986,150,,2011364478,209,420,10002277,2020,Modi'in-Makkabbim-Re'ut,
מודיעין עילית,3797,MODI'IN ILLIT,7,74,,0,,1,77967,77967,77950,,1996,150,,2042764878,293,730,10004054,2020,Modi'in Illit,710
מולדת,269,MOLEDET,2,23,233,8,,1,1089,1089,1080,,1937,320,1,2416172136,62,204,10004394,2020,Moledet,213
מוצא עילית,208,MOZA ILLIT,1,11,111,26,444,1,1230,1225,1195,6,1933,350,,2150263345,641,151,10002475,2020,Moza Illit,
מוקייבלה,635,MUQEIBLE,2,23,234,8,,2,4135,2,2,4133,,290,,2281371331,87,204,10004394,2020,Muqeible,213
מורן,1163,MORAN,2,24,242,56,,1,473,469,457,4,1977,330,15,2371675853,326,205,10004465,2020,Moran,210
מורשת,1178,MORESHET,2,24,241,56,241,1,1544,1544,1544,,1981,370,11,2221174791,308,205,10004513,2020,Moreshet,210
מזור,606,MAZOR,4,42,422,25,142,1,1318,1318,1310,,1949,310,1,1931066207,54,424,10002116,2020,Mazor,
מזכרת בתיה,28,MAZKERET BATYA,4,44,441,99,143,1,15093,15085,14881,8,1883,170,,1852963987,62,453,10002241,2020,Mazkeret Batya,
"מזרח השרון מ""א 16",1879,,4,41,412,16,,,,,,,,530,,2001069530,,,,2020,,
"מזרח השרון מ""א 18",1880,,4,41,412,18,,,,,,,,530,,2002068950,,,,2020,,
מזרע,104,MIZRA,2,23,234,9,,1,802,802,777,,1923,330,15,2271472850,98,254,10004394,2020,Mizra,213
מזרעה,517,MAZRA'A,2,24,245,99,241,2,3998,12,8,3985,,290,,2095476542,14,201,10004302,2020,Mazra'a,212
מחולה,3599,MEHOLA,7,75,,75,,1,629,629,628,,1968,310,2,2486669692,-176,712,10003299,2020,Mehola,710
מחנה הילה*,1411,MAHANE HILLA,4,44,442,27,143,,,,,,,510,,1710064600,,499,15002488,2020,Mahane Hilla,
מחנה טלי*,1418,MAHANE TALI,6,62,626,48,,,,,,,,510,,1680051800,,699,10001918,2020,Mahane Tali,610
מחנה יהודית*,1413,MAHANE YEHUDIT,2,23,234,9,,,,,,,,510,,2170073000,,299,10004411,2020,Mahane Yehudit,213
מחנה יוכבד*,1416,MAHANE YOKHEVED,6,62,627,53,,,,,,,,510,,1930042700,,699,10001955,2020,Mahane Yokheved,
מחנה יפה*,1415,MAHANE YAFA,6,62,622,42,,,,,,,,510,,1690057000,,699,10001900,2020,Mahane Yafa,620
מחנה יתיר,1196,MAHANE YATTIR,6,62,623,,,1,293,269,269,23,1979,350,,2057258396,652,699,10001937,2020,Mahane Yattir,
מחנה מרים*,1414,MAHANE MIRYAM,6,61,611,33,,,,,,,,510,,1740062900,,699,10001821,2020,Mahane Miryam,420
מחנה תל נוף*,1412,MAHANE TEL NOF,4,44,441,28,143,,,,,,,510,,1830063800,,499,15002488,2020,Mahane Tel Nof,420
מחניים,308,MAHANAYIM,2,21,213,1,,1,832,832,815,,1939,330,15,2536376606,263,253,10004540,2020,Mahanayim,211
מחסיה,776,MAHSEYA,1,11,112,26,444,1,481,481,480,,1950,310,2,2007762837,251,151,15000597,2020,Mahseya,
מטולה,43,METULA,2,21,211,99,,1,1654,1590,1508,64,1896,350,,2541779817,444,259,10004591,2020,Metula,211
מטע,822,MATTA,1,11,111,26,444,1,949,947,924,2,1950,310,1,2059662505,603,151,15000597,2020,Matta,
מי עמי,1128,ME AMMI,3,32,323,14,,1,364,364,358,,1963,320,6,2141671229,462,351,10004249,2020,Me Ammi,
מיטב,2054,METAV,2,23,234,8,,1,459,459,455,,1954,310,1,2285071685,72,204,10004394,2020,Metav,213
מייסר,649,MEISER,3,32,323,14,,2,2072,13,8,2059,,290,,2041670564,58,351,15002436,2020,Meiser,
מיצר,4019,MEZAR,2,29,294,71,,1,289,289,289,,1981,310,15,2692674150,359,219,10004579,2020,Mezar,211
מירב,1282,MERAV,2,23,231,7,,1,742,742,742,,1987,330,3,2399270655,394,202,10004568,2020,Merav,214
מירון,607,MERON,2,21,212,2,,1,1076,1076,1053,,1949,310,2,2414776580,703,209,10004528,2020,Meron,211
מישר,731,MESHAR,4,44,441,32,143,1,806,806,793,,1950,310,10,1768063635,52,456,15002488,2020,Meshar,
מיתר,1268,METAR,6,62,623,99,342,1,9980,9834,9653,145,1984,180,,1935558178,457,615,10001937,2020,Metar,610
מכורה,3614,MEKHORA,7,75,,75,,1,178,178,160,,1973,310,10,2401067463,220,712,10003299,2020,Mekhora,710
מכחול,1343,MAKCHUL,6,62,623,69,,2,994,,,994,,450,,2063657760,522,624,10001937,2020,Makchul,610
מכמורת,382,MIKHMORET,4,41,411,16,141,1,1459,1459,1415,,1945,310,1,1883170142,12,409,15000060,2020,Mikhmoret,
מכמנים,1202,MIKHMANNIM,2,24,242,56,,1,576,555,522,21,1980,370,7,2308775687,489,205,10004465,2020,Mikhmannim,210
מלאה,164,MELE'A,2,23,234,8,,1,389,389,384,,1956,310,1,2225471884,66,204,10004394,2020,Mele'a,213
מלילות,2044,MELILOT,6,62,621,39,,1,371,371,367,,1953,310,2,1615158878,112,651,10001930,2020,Melilot,620
מלכייה,596,MALKIYYA,2,21,212,1,,1,463,463,415,,1949,330,15,2480477842,653,253,10004528,2020,Malkiyya,211
מלכישוע,1154,MALKISHUA,2,23,231,7,,1,241,226,197,15,1976,340,,2390970497,510,202,10004568,2020,Malkishua,214
מנוחה,2030,MENUHA,6,61,611,50,,1,640,640,635,,1953,310,1,1788561845,102,634,10001813,2020,Menuha,
מנוף,1174,MANOF,2,24,241,56,241,1,864,864,862,,1980,310,10,2224675094,385,205,10004513,2020,Manof,210
מנות,1205,MANOT,2,24,243,52,,1,475,475,471,,1980,310,1,2185377150,246,255,10004302,2020,Manot,212
מנחמיה,48,MENAHEMYA,2,23,231,7,,1,1054,1050,1022,4,1902,350,,2523473023,-132,202,10004568,2020,Menahemya,214
מנרה,347,MENARA,2,21,212,1,,1,259,259,225,,1943,330,15,2511778903,846,253,10004591,2020,Menara,211
מנשית זבדה,994,MANSHIYYET ZABDA,2,25,237,9,,2,1424,,,1424,,450,,2184473467,104,254,10004411,2020,Manshiyyet Zabda,213
מסד,1258,MASSAD,2,22,222,3,,1,377,376,361,1,1983,370,13,2399274992,263,206,10004552,2020,Massad,214
מסדה,263,MASSADA,2,22,221,6,,1,354,350,340,4,1937,330,15,2563973220,-191,214,10004552,2020,Massada,214
מסילות,298,MESILLOT,2,23,231,7,,1,446,446,432,,1938,330,15,2448071130,-112,202,10004568,2020,Mesillot,214
מסילת ציון,742,MESILLAT ZIYYON,1,11,112,26,444,1,1244,1238,1217,6,1950,310,1,2011463440,303,151,15000597,2020,Mesillat Ziyyon,
מסלול,748,MASLUL,6,62,622,42,344,1,885,885,882,,1950,310,1,1609258156,110,651,10001893,2020,Maslul,620
מסעדה,4203,MAS'ADE,2,29,292,99,,2,3753,,,3753,,290,,2709279297,1035,256,10004579,2020,Mas'ade,211
מסעודין אל-עזאזמה (שבט),939,MAS'UDIN AL-'AZAZME,6,62,623,,,3,,,,,,460,,1823056730,,699,15003711,2020,Mas'udin al 'Azazma,
מעברות,197,MA'BAROT,4,41,411,16,141,1,992,992,976,,1933,330,15,1912669668,14,409,15000060,2020,Ma'barot,
מעגלים,1082,MA'GALIM,6,62,621,39,,1,2080,2080,2080,,1958,190,,1618358958,127,651,10001930,2020,Ma'galim,620
מעגן,678,MA'AGAN,2,22,221,6,,1,383,383,371,,1949,330,15,2565773474,-198,214,10004552,2020,Ma'agan,214
מעגן מיכאל,694,MA'AGAN MIKHA'EL,3,32,321,15,,1,2066,2066,1982,,1949,193,15,1923371800,10,303,10004333,2020,Ma'agan Mikha'el,
מעוז חיים,272,MA'OZ HAYYIM,2,23,231,7,,1,489,488,482,1,1937,330,15,2519671105,-245,202,10004568,2020,Ma'oz Hayyim,214
מעון,3657,MA'ON,7,77,,78,,1,594,594,594,,1981,320,11,2155959130,772,715,15003512,2020,Ma'on,
מעונה,570,ME'ONA,2,24,243,52,,1,978,972,953,5,1949,310,1,2247676904,470,255,10004484,2020,Me'ona,212
מעיין ברוך,416,MA'YAN BARUKH,2,21,211,1,,1,695,695,686,,1947,330,15,2569979388,200,253,10004591,2020,Ma'yan Barukh,211
מעיין צבי,290,MA'YAN ZEVI,3,32,322,15,,1,742,742,738,,1938,330,15,1946871935,95,303,10004333,2020,Ma'yan Zevi,
מעיליא,518,MI'ELYA,2,24,243,99,,2,3270,100,87,3170,,290,,2243877022,502,258,10004484,2020,Mi'elya,212
מעלה אדומים,3616,MA'ALE ADUMMIM,7,76,,0,445,1,37846,37777,36479,69,1975,160,,2291263194,330,706,10003314,2020,Ma'ale Adummim,
מעלה אפרים,3608,MA'ALE EFRAYIM,7,75,,99,,1,1255,1252,1134,4,1970,350,,2383066423,178,707,10003299,2020,Ma'ale Efrayim,
מעלה גלבוע,1127,MA'ALE GILBOA,2,23,231,7,,1,804,804,804,,1962,330,3,2396070922,437,202,10004568,2020,Ma'ale Gilboa,214
מעלה גמלא,4008,MA'ALE GAMLA,2,29,293,71,,1,559,559,542,,1976,310,1,2643475504,112,219,10004579,2020,Ma'ale Gamla,211
מעלה החמישה,286,MA'ALE HAHAMISHA,1,11,111,26,444,1,819,816,801,3,1938,330,15,2105663611,785,151,10002475,2020,Ma'ale HaHamisha,
מעלה לבונה,3752,MA'ALE LEVONA,7,74,,73,,1,946,946,944,,1983,370,11,2228266240,735,711,10003299,2020,Ma'ale Levona,710
מעלה מכמש,3651,MA'ALE MIKHMAS,7,74,,73,445,1,1635,1635,1633,,1981,370,11,2292664289,586,711,10003299,2020,Ma'ale Mikhmas,710
מעלה עירון,1327,MA'ALE IRON,3,32,323,99,,2,15380,6,3,15374,,270,,2148871748,250,354,10004249,2020,Ma'ale Iron,
מעלה עמוס,3653,MA'ALE AMOS,7,76,,76,,1,720,720,719,,1981,370,9,2218661154,746,714,15000586,2020,Ma'ale Amos,
מעלות-תרשיחא,1063,MA'ALOT-TARSHIHA,2,24,243,0,,4,22122,17252,14382,4870,1957,160,,2262976883,518,223,10004484,2020,Ma'alot-Tarshiha,212
מענית,344,MA'ANIT,3,32,324,14,,1,834,834,801,,1942,330,15,2028770696,64,351,15002436,2020,Ma'anit,
"מערב השרון מ""א 16",1876,,4,41,411,16,,,,,,,,530,,1934069710,,,,2020,,
"מערב השרון מ""א 18",1877,,4,41,411,18,,,,,,,,530,,1936068670,,,,2020,,
"מערב השרון מ""א 19",1878,,4,41,411,19,,,,,,,,530,,1860068190,,,,2020,,
מעש,230,MA'AS,4,42,422,20,132,1,847,847,842,,1935,310,1,1897366353,52,417,10002116,2020,Ma'as,410
מפלסים,668,MEFALLESIM,6,61,614,37,,1,1034,1033,1008,1,1949,330,15,1583660128,94,651,10001829,2020,Mefallesim,620
"מפעלי אבשלו""ם",1767,,6,62,621,41,341,,,,,,,520,,1772359440,238,625,10001946,2020,,620
מפעלי ברקן,1791,,7,73,,72,,,,,,,,520,,2112666768,438,710,15004488,2020,,
מפעלי גליל עליון,1706,,2,21,211,1,,,,,,,,520,,2537378871,79,253,10004591,2020,,211
מפעלי גרנות,1739,,3,32,324,14,,,,,,,,520,,1959370567,19,351,10004261,2020,,
מפעלי העמק (יזרעאל),1717,,2,23,234,9,,,,,,,,520,,2223873000,118,254,10004411,2020,,213
מפעלי חבל מודיעים,1729,,4,43,432,25,142,,,,,,,520,,1963565732,118,424,10002168,2020,,
מפעלי ים המלח(סדום),1775,,6,62,624,51,,,,,,,,520,,2351754882,-380,656,10001911,2020,,
מפעלי כנות,1753,,6,61,611,33,143,,,,,,,520,,1773163439,67,616,10001821,2020,,420
מפעלי מישור רותם,1773,,6,62,626,51,,,,,,,,520,,2182655182,391,656,10001918,2020,,
מפעלי מעון,1769,,6,62,622,38,,,,,,,,520,,1457457821,117,651,10001893,2020,,620
מפעלי נחם הרטוב,1701,,1,11,112,26,444,,,,,,,520,,1990163056,234,151,15000597,2020,,
מפעלי צומת מלאכי,1761,,6,61,611,33,143,,,,,,,520,,1764362571,67,616,10001821,2020,,420
מפעלי צין - ערבה,1776,,6,62,626,54,,,,,,,,520,,2085152819,92,657,10001918,2020,,610
מפעלי צמח,1711,,2,22,221,6,,,,,,,,520,,2553773439,-199,214,10004552,2020,,214
מפעלי שאן,1719,,2,23,231,7,,,,,,,,520,,2489571143,-202,202,10004568,2020,,214
מצדות יהודה,3745,MEZADOT YEHUDA,7,77,,78,,1,602,602,602,,1983,320,11,2107158587,873,715,15003512,2020,Mezadot Yehuda,
מצובה,325,MAZZUVA,2,24,244,4,,1,1153,1153,1131,,1940,330,15,2150077418,92,201,10004302,2020,Mazzuva,212
מצליח,757,MAZLIAH,4,43,432,30,143,1,1347,1347,1328,,1950,310,1,1881164598,82,426,10002228,2020,Mazliah,
מצפה,58,MIZPA,2,22,222,3,,1,131,131,128,,1908,350,,2480474397,86,206,10004552,2020,Mizpa,214
"מצפה אבי""ב",1222,MIZPE AVIV,2,24,241,56,241,1,1086,1086,1077,,1981,370,10,2190774911,122,205,15002411,2020,Mizpe Aviv,210
מצפה אילן,1370,MITSPE ILAN,3,32,323,14,,1,725,725,724,,2009,370,10,2067270748,128,351,10004233,2020,Mitspe Ilan,
מצפה יריחו,3576,MIZPE YERIHO,7,75,,73,445,1,2577,2577,2573,,1978,190,11,2374563592,158,711,10003314,2020,Mizpe Yeriho,710
מצפה נטופה,1190,MIZPE NETOFA,2,23,237,3,,1,1035,1035,1035,,1979,370,11,2364174533,394,206,10004552,2020,Mizpe Netofa,214
מצפה רמון,99,MIZPE RAMON,6,62,626,99,,1,5185,4977,4562,209,1954,180,,1808250376,712,613,10001918,2020,Mizpe Ramon,610
מצפה שלם,3610,MIZPE SHALEM,7,75,,74,,1,244,242,238,2,1971,330,15,2380960839,-301,713,10003314,2020,Mizpe Shalem,710
מצר,648,MEZER,3,32,324,14,,1,389,389,362,,1953,330,15,2046970512,74,351,15002436,2020,Mezer,
מקווה ישראל,22,MIQWE YISRA'EL,5,53,513,,123,1,374,371,349,3,1870,340,,1794865963,27,599,10001430,2020,Miqwe Yisra'el,
מרגליות,843,MARGALIYYOT,2,21,212,55,,1,409,408,404,1,1951,310,1,2511979109,693,253,10004591,2020,Margaliyyot,211
מרום גולן,4101,MEROM GOLAN,2,29,292,71,,1,743,743,721,,1967,330,15,2727778212,976,219,10004579,2020,Merom Golan,211
מרחב עם,1340,MERHAV AM,6,62,626,48,,1,515,515,515,,2002,370,,1834853303,511,620,10001918,2020,Merhav Am,610
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,23,234,9,,1,666,666,658,,1922,310,1,2299872327,76,254,10004394,2020,Merhavya(Moshav),213
מרחביה (קיבוץ),66,MERHAVYA(QIBBUZ),2,23,234,9,,1,1272,1272,1130,,1911,330,15,2291072355,70,254,10004394,2020,Merhavya(Qibbuz),213
מרכז אזורי כדורי,1713,,2,22,222,3,,,,,,,,520,,2382773464,141,206,10004552,2020,,214
מרכז אזורי מרום הגליל,1708,,2,21,212,2,,,,,,,,520,,2415076699,696,209,10004528,2020,,211
מרכז אזורי משגב,1723,,2,24,241,56,241,,,,,,,520,,2245675152,306,205,10004513,2020,,210
מרכז אזורי שוהם,1747,,4,43,432,25,142,,,,,,,520,,1945865531,81,424,10002168,2020,,
"מרכז כ""ח",1705,,2,21,211,55,,,,,,,,520,,2535878064,90,253,10004591,2020,,211
"מרכז מיר""ב*",1715,,3,32,322,15,243,,,,,,,520,,1969272795,44,303,10004333,2020,,
מרכז שפירא,1098,MERKAZ SHAPPIRA,6,61,611,34,,1,2467,2467,2463,,1948,190,,1722562273,50,631,10001821,2020,Merkaz Shappira,
משאבי שדה,421,MASH'ABBE SADE,6,62,626,48,,1,468,468,413,,1949,330,15,1795154587,349,620,10001918,2020,Mash'abbe Sade,610
משגב דב,765,MISGAV DOV,4,44,441,32,143,1,721,719,713,2,1950,310,9,1754163645,58,456,15002488,2020,Misgav Dov,
משגב עם,378,MISGAV AM,2,21,212,1,,1,333,333,292,,1945,330,15,2515179474,801,253,10004591,2020,Misgav Am,211
משהד,520,MESHHED,2,25,237,99,,2,8486,,,8486,,280,,2305873839,270,257,15002369,2020,Meshhed,213
משואה,3605,MASSU'A,7,75,,75,,1,180,176,175,4,1970,310,6,2464966884,-251,712,10003299,2020,Massu'a,710
משואות יצחק,620,MASSU'OT YIZHAQ,6,61,611,34,,1,708,708,708,,1949,320,3,1706362348,60,631,10001821,2020,Massu'ot Yizhaq,
משכיות,3785,MASKIYYOT,7,75,,75,,1,333,333,333,,1986,370,,2476569159,-44,712,10003299,2020,Maskiyyot,710
משמר איילון,670,MISHMAR AYYALON,4,43,432,30,143,1,563,562,554,1,1949,310,1,1949564208,135,426,10002228,2020,Mishmar Ayyalon,
משמר דוד,563,MISHMAR DAWID,4,43,432,30,143,1,1137,1137,1120,,1948,330,15,1906963671,149,426,10002241,2020,Mishmar Dawid,
משמר הירדן,732,MISHMAR HAYARDEN,2,21,213,55,,1,868,868,863,,1949,310,9,2563476779,231,253,10004540,2020,Mishmar HaYarden,211
משמר הנגב,395,MISHMAR HANEGEV,6,62,621,41,341,1,1034,1034,1009,,1946,330,15,1730858584,199,625,10001946,2020,Mishmar HaNegev,620
משמר העמק,130,MISHMAR HAEMEQ,2,23,234,13,,1,1284,1284,1207,,1926,330,15,2136372399,106,254,10004411,2020,Mishmar HaEmeq,213
משמר השבעה,729,MISHMAR HASHIV'A,4,43,432,40,133,1,1060,1060,1027,,1949,310,19,1834665745,28,425,10002207,2020,Mishmar HaShiv'a,
משמר השרון,194,MISHMAR HASHARON,4,41,411,16,141,1,622,622,596,,1933,330,15,1911269590,19,409,15000060,2020,Mishmar HaSharon,
משמרות,213,MISHMAROT,3,32,324,14,,1,1117,1116,1104,1,1933,330,15,1987671030,53,351,10004261,2020,Mishmarot,
משמרת,425,MISHMERET,4,41,411,18,141,1,1044,1043,1026,1,1946,310,1,1926668164,60,412,15000060,2020,Mishmeret,410
משען,791,MASH'EN,6,61,614,36,,1,1071,1071,1036,,1950,310,1,1643761845,50,633,10001829,2020,Mash'en,
מתן,1315,MATTAN,4,42,421,20,142,1,3632,3632,3603,,1995,190,,1977167392,65,417,15000658,2020,Mattan,410
מתת,1184,MATTAT,2,24,244,52,,1,220,220,210,,1979,370,19,2337577178,804,255,10004484,2020,Mattat,212
מתתיהו,3648,MATTITYAHU,7,74,,73,,1,898,898,896,,1981,320,8,2032564853,263,711,10004054,2020,Mattityahu,710
נאות גולן,4551,NE'OT GOLAN,2,29,294,71,,1,637,628,588,9,1967,310,6,2650474363,312,219,10004579,2020,Ne'ot Golan,211
נאות הכיכר,1124,NE'OT HAKIKKAR,6,62,624,51,,1,442,442,409,,1961,310,10,2360653810,-349,656,10001911,2020,Ne'ot HaKikkar,
נאות חובב,1770,,6,62,623,99,,,,,,,,520,,1795156049,379,621,10001900,2020,,
נאות מרדכי,408,NE'OT MORDEKHAY,2,21,211,1,,1,650,649,612,1,1946,330,15,2560578503,75,253,10004591,2020,Ne'ot Mordekhay,211
נאות סמדר,1197,NE'OT SMADAR,6,62,627,53,,1,228,222,216,7,1982,330,15,2023144010,407,608,10001955,2020,Ne'ot Smadar,610
נאעורה,524,NA'URA,2,23,233,8,,2,2347,1,,2346,,290,,2369972440,118,204,10004394,2020,Na'ura,213
נבטים,396,NEVATIM,6,62,623,41,342,1,1054,1054,1045,,1946,310,1,1887957013,324,625,15003711,2020,Nevatim,620
נגבה,315,NEGBA,6,61,611,35,,1,963,963,926,,1939,330,15,1699561890,84,632,10001813,2020,Negba,420
נגוהות,3724,NEGOHOT,7,77,,78,,1,376,376,376,,1999,370,,1984660013,674,715,15003512,2020,Negohot,
נהורה,309,NEHORA,6,61,612,50,,1,1184,1184,1164,,1956,350,,1721261462,97,634,10001813,2020,Nehora,
נהלל,80,NAHALAL,2,23,234,9,,1,1180,1161,1012,19,1921,310,1,2187373288,85,254,10004411,2020,Nahalal,213
נהרייה,9100,NAHARIYYA,2,24,245,0,241,1,59156,57688,50223,1467,1934,150,,2094476809,24,210,10004302,2020,Nahariyya,212
נוב,4304,NOV,2,29,294,71,,1,995,995,995,,1973,310,2,2735974881,408,219,10004579,2020,Nov,211
נוגה,55,NOGAH,6,61,612,50,,1,581,581,577,,1955,310,1,1710961478,108,634,10001813,2020,Nogah,
נווה,1366,NAVE,6,62,622,38,,1,1314,1314,1314,,2010,310,11,1364556377,100,651,10001893,2020,Nave,620
נווה אבות,926,NEWE AVOT,3,32,324,,,1,50,49,47,1,1948,340,,1971971015,51,353,10004261,2020,Newe Avot,
נווה אור,590,NEWE UR,2,23,231,7,,1,350,350,340,,1949,330,15,2522072167,-223,202,10004568,2020,Newe Ur,214
"נווה אטי""ב",4303,NEWE ATIV,2,29,291,71,,1,127,127,122,,1972,310,10,2695179642,975,219,10004579,2020,Newe Ativ,211
נווה אילן,405,NEWE ILAN,1,11,111,26,444,1,986,982,963,4,1946,320,15,2077663506,654,151,10002475,2020,Newe Ilan,
נווה אילן*,1702,,1,11,111,26,444,,,,,,,520,,2088363482,682,151,10002475,2020,,
נווה איתן,296,NEWE ETAN,2,23,231,7,,1,301,300,265,1,1938,330,15,2502271092,-230,202,10004568,2020,Newe Etan,214
נווה דניאל,3725,NEWE DANIYYEL,7,76,,76,445,1,2340,2340,2338,,1982,190,2,2137162050,948,714,15000586,2020,Newe Daniyyel,
נווה זוהר,1057,NEWE ZOHAR,6,62,624,51,,1,54,39,39,15,1972,350,,2347556239,-370,656,10001911,2020,Newe Zohar,
נווה זיו,1314,NEWE ZIV,2,24,243,52,,1,974,973,929,1,2000,370,19,2175277020,205,255,10004302,2020,Newe Ziv,212
נווה חריף,1279,NEWE HARIF,6,62,627,53,,1,103,103,98,,1987,330,15,2033343880,438,608,10001955,2020,Newe Harif,610
נווה ים,312,NEWE YAM,3,32,321,15,223,1,237,237,235,,1939,330,15,1937773166,4,303,10004710,2020,Newe Yam,
נווה ימין,686,NEWE YAMIN,4,42,421,20,142,1,1078,1075,1045,3,1949,310,1,1945267534,36,417,10002133,2020,Newe Yamin,410
נווה ירק,858,NEWE YARAQ,4,42,421,20,142,1,1279,1279,1253,,1951,310,1,1930367108,25,417,10002133,2020,Newe Yaraq,410
נווה מבטח,827,NEWE MIVTAH,6,61,611,33,143,1,701,701,691,,1950,310,1,1755863485,60,616,10001821,2020,Newe Mivtah,420
נווה מיכאל,1071,NEWE MIKHA'EL,1,11,112,26,444,1,878,867,860,11,1958,310,7,2006562006,344,151,15000597,2020,Newe Mikha'el,
נווה צוף,3573,NEVE TSUF,7,74,,73,145,1,1494,1494,1493,,1977,370,11,2120965705,556,711,10004054,2020,Neve Tsuf,710
נווה שלום,1259,NEWE SHALOM,1,11,112,26,444,4,331,170,151,161,1983,350,,1980763615,277,151,15000597,2020,Newe Shalom,
נועם,15,NO'AM,6,61,612,34,,1,363,363,355,,1955,310,2,1800060849,161,631,10001813,2020,No'am,
נוף איילון,1333,NOF AYYALON,4,43,431,30,143,1,2080,2080,2079,,1994,190,,1990564179,197,426,10002277,2020,Nof Ayyalon,
נוף הגליל,1061,NOF HAGALIL,2,25,237,0,,4,41937,29208,22740,12729,1957,160,,2306073489,327,212,10004453,2020,Nof HaGalil,213
נופים,3790,NOFIM,7,73,,72,145,1,949,948,919,1,1987,350,,2097667351,388,710,15004488,2020,Nofim,
נופית,1284,NOFIT,3,31,311,12,222,1,2597,2584,2561,13,1987,190,,2139474052,179,301,10004207,2020,Nofit,310
נופך,257,NOFEKH,4,42,422,25,142,1,605,605,602,,1949,370,19,1926766117,60,424,10002116,2020,Nofekh,
נוקדים,3726,NOQEDIM,7,76,,76,445,1,2591,2591,2512,,1982,190,11,2231761702,570,714,15000586,2020,Noqedim,
נורדייה,447,NORDIYYA,4,41,411,18,141,1,2233,2233,1937,,1948,192,9,1904669131,50,412,15000060,2020,Nordiyya,410
נורית,833,NURIT,2,23,232,8,,1,213,213,211,,1950,370,,2337271642,126,204,10004394,2020,Nurit,213
נחושה,59,NEHUSHA,1,11,112,26,444,1,1496,1496,1494,,1982,310,2,1955361503,413,151,15000597,2020,Nehusha,
"נחל יפתחאל מ""א 3",1883,,2,23,237,3,,,,,,,,530,,2291074310,,,,2020,,214
נחל עוז,844,NAHAL OZ,6,61,614,37,,1,469,469,458,,1951,330,15,1522759807,70,651,10001930,2020,Nahal Oz,620
"נחל תבור מ""א 8",1861,,2,23,233,8,,,,,,,,530,,2525072450,,,,2020,,213
נחלה,2045,NAHALA,6,61,611,35,,1,711,711,711,,1953,310,1,1805861849,123,632,10001813,2020,Nahala,420
נחליאל,3767,NAHALI'EL,7,74,,73,,1,735,735,735,,1984,370,8,2133465348,557,711,10004054,2020,Nahali'el,710
נחלים,449,NEHALIM,4,42,422,25,142,1,1848,1848,1845,,1948,310,2,1918666290,50,424,10002116,2020,Nehalim,
נחם,809,NAHAM,1,11,112,26,444,1,548,518,515,30,1950,310,2,2004063042,251,151,15000597,2020,Naham,
נחף,522,NAHEF,2,24,242,99,,2,13331,21,13,13310,,270,,2299875998,315,260,15002358,2020,Nahef,210
נחשולים,433,NAHSHOLIM,3,32,321,15,243,1,695,695,675,,1948,330,15,1928372439,5,303,10004333,2020,Nahsholim,
נחשון,777,NAHSHON,1,11,112,26,,1,588,583,573,5,1950,330,15,1959263764,174,151,15000597,2020,Nahshon,
נחשונים,705,NAHSHONIM,4,42,422,20,142,1,418,418,414,,1949,330,15,1953466312,88,417,10002168,2020,Nahshonim,410
נטועה,1147,NETU'A,2,24,244,52,,1,303,303,302,,1966,310,1,2305777439,653,255,10004484,2020,Netu'a,212
נטור,4014,NATUR,2,29,294,71,,1,871,871,862,,1980,310,,2708175106,419,219,10004579,2020,Natur,211
נטע,1369,NETA,6,61,612,50,,1,674,674,674,,2012,370,11,1930059846,427,634,10001813,2020,Neta,
נטעים,174,NETA'IM,4,44,442,27,143,1,627,627,622,,1932,310,1,1789265031,51,456,15002488,2020,Neta'im,
נטף,1254,NATAF,1,11,111,26,444,1,459,459,439,,1982,370,19,2065063769,508,151,10002475,2020,Nataf,
ניין,523,NEIN,2,23,233,66,,2,1898,2,1,1896,,450,,2329972632,223,251,10004394,2020,Nein,213
"ניל""י",3655,NILI,7,74,,73,145,1,1848,1846,1794,2,1981,370,11,2046365225,324,711,10004054,2020,Nili,710
ניצן,351,NIZZAN,6,61,614,36,,1,2573,2573,2565,,1949,190,,1651762762,39,633,10001805,2020,Nizzan,
ניצן ב',1419,NIZZAN B,6,61,614,36,,1,443,443,440,,2007,350,,1656462723,37,633,10001805,2020,Nizzan B,
ניצנה (קהילת חינוך),1195,NIZZANA (QEHILAT HINUH),6,62,626,48,,1,348,202,129,145,1980,340,,1445953307,226,620,10001918,2020,Nizzana (Qehilat Hinuh),610
ניצני סיני,1280,NIZZANE SINAY,6,62,626,48,,1,286,286,261,,1986,310,1,1422953514,233,620,10001918,2020,Nizzane Sinay,610
ניצני עוז,851,NIZZANE OZ,4,41,412,18,141,1,1110,1110,1093,,1951,310,1,2005869025,43,412,10002155,2020,Nizzane Oz,410
ניצנים,359,NIZZANIM,6,61,614,36,,1,524,524,514,,1943,330,6,1653962513,35,633,10001821,2020,Nizzanim,
